doc_id,canonical_filename,canonical_path,title,year,doi,geo_scope,metadata_confidence,metric_bucket_primary,metric_bucket_secondary,sha256_hash,file_size_bytes,original_filename,source_folder
KCDI000108,kcdi000108_.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000108_.pdf,,,,Unknown,low,Unknown,,ad33242d25b2a9e74558e24aa49d6c6a8eeb4f407907e92597be5b66b1e5c192,61052,Economic and Social Dynamics of Migration in Kerala 19982003 Analysis of Panel Data_W3121566011.pdf,Metrics_Corpus
KCDI000109,kcdi000109_2023_vol_0123456789_the_indian_journal_labour_economics_2023_283_298.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000109_2023_vol_0123456789_the_indian_journal_labour_economics_2023_283_298.pdf,Vol.:(0123456789)The Indian Journal of Labour Economics (2023) 66:283–298,2023,10.1007/s41027-023-00428-7,India-transferable,high,Employment & Labor Market,,d2904bfe17d3649f9944c7362bd4b0013c22d55ff697cdc52d5bec7852baeede,554435,Effect of COVID-19 Pandemic on Employment and Earning in Urban India during the First Three Months o_W4318618489.pdf,Metrics_Corpus
KCDI000110,kcdi000110_2019_international_journal_recent_technology_and_engineering_ijrte.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000110_2019_international_journal_recent_technology_and_engineering_ijrte.pdf,International Journal of Recent Technology  and Engineering  (IJRTE),2019,,Kerala,med,Education Levels & Literacy,,4c47d8c2714e2417c11fd4ec258828280793ec2e3cba932a7130e436a57545d7,234024,Effect of Entrepreneurship Education on MBA Students in Kerala on Their Entrepreneurial Intent with _W4238470561.pdf,Metrics_Corpus
KCDI000111,kcdi000111_2017_international_journal_contemporary_pediatrics_november_december_2017_vol_issue_p.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000111_2017_international_journal_contemporary_pediatrics_november_december_2017_vol_issue_p.pdf,International Journal of Contemporary Pediatrics | November -December 2017 | Vol 4 | Issue 6    Page 2079  International Journal of Contemporary Pediatrics,2017,,India-transferable,med,Unknown,,d2ef33999b775413912e9e601c33ef016b23e2ed4f7291417f9baf1e8abe9b8e,269271,Effect of family factors on juvenile delinquency_W2767094573.pdf,Metrics_Corpus
KCDI000112,kcdi000112_2014_research_article_open_access.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000112_2014_research_article_open_access.pdf,RESEARCH ARTICLE Open Access,2014,10.1186/s12913-020-05692-7Background,Kerala,high,Major Illness & Health,,abec55cd502d291ac9ce2400df2fa05416e108c1666a670c55fa738ddca7eaa6,967386,Effect of health insurance program for the poor on out-of-pocket inpatient care cost in India eviden_W3083134612.pdf,Metrics_Corpus
KCDI000113,kcdi000113_.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000113_.pdf,,,,Unknown,low,Unknown,,bce8a7c4d8335ce58c417217c11848e212afc54f7d7abac40c73fb458b6bb7e5,119550,Effect of restricted emissions during COVID-19 on air quality in India_W3019057975.pdf,Metrics_Corpus
KCDI000114,kcdi000114_2023_journal_advanced_zoology.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000114_2023_journal_advanced_zoology.pdf,Journal of Advanced Zoology,2023,,Kerala,med,Unknown,,a21252307eb9c98d1b32897ac21f78a9402c88e2232bca23e4b36e2ad9a45648,258556,Effect of Yogic Practice on Stress and Resting Heart Rate Among Stressed Middle-Aged Men Police Pers_W4388722481.pdf,Metrics_Corpus
KCDI000115,kcdi000115_2022_indian_journal_forensic_medicine_and_toxicology.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000115_2022_indian_journal_forensic_medicine_and_toxicology.pdf,Indian Journal of Forensic Medicine and Toxicology,2022,,Kerala,med,Unknown,,f397c2b30982624dd84f32a2b774e8d9376c595c724cc53492857cec6a3d23dc,754909,Efficiency of Alcohol Salivary Strip Test in Comparison to Breath Alcohol Analyser as Forensic Scree_W4312636433.pdf,Metrics_Corpus
KCDI000116,kcdi000116_.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000116_.pdf,,,,Unknown,low,Employment & Labor Market,,20d1764b0ab8b1b0bf21d58a8fcd2dd5b882cd06b34f65cb73ab409c716dabd5,285811,Employment Growth and Industrial Policy The Challenge for Indian States_W4317242264.pdf,Metrics_Corpus
KCDI000117,kcdi000117_1978_endoge_nous_particip_ation.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000117_1978_endoge_nous_particip_ation.pdf,EndogE nous ParticiP ation,1978,10.1017/s004388711700020X,Unknown,high,Unknown,,c6820f676130a242bd4b2500fa4fc2cecbeda94930d8e58de47bc8742a161d45,606212,Endogenous Participation_W2795143106.pdf,Metrics_Corpus
KCDI000118,kcdi000118_2018_enhancement_indian_summer_monsoon_rainfall.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000118_2018_enhancement_indian_summer_monsoon_rainfall.pdf,Enhancement of Indian summer monsoon rainfall by,2018,10.1038/s41612-023-00374-7,Kerala,high,Unknown,,30712a662a90e7264220e9b18996e0191d7e6235d7f9cf6c112cfa73941622b4,5939390,Enhancement of Indian summer monsoon rainfall by cross-equatorial dry intrusions_W4378384262.pdf,Metrics_Corpus
KCDI000119,kcdi000119_2017_september_2017_vol_issue_issn_2321_127x.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000119_2017_september_2017_vol_issue_issn_2321_127x.pdf,"September, 2017/ Vol 5/Issue 09                                                                                  ISSN- 2321-127X",2017,,Thiruvananthapuram,med,Unknown,,c86033abee4d7037efbd496c6297a2897f4b8db847b3e987d00f5417a6174ec1,90141,Epidemiological pattern of lung cancer in a tertiary care centre-A prospective observational study_W3008793108.pdf,Metrics_Corpus
KCDI000120,kcdi000120_2020_international_surgery_journal_octo_ber_2020_vol_issue_page_3311.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000120_2020_international_surgery_journal_octo_ber_2020_vol_issue_page_3311.pdf,International Surgery Journal  | Octo ber 2020  | Vol 7 | Issue 10    Page 3311  International Surgery Journal,2020,10.18203/2349,Thiruvananthapuram,high,Unknown,,c5b8e2de77b5518fed9b1dacd8cbd6104e72c35c6fed6b1c727a75799b12d592,288775,Epidemiological study of traumatic brain injury in a tertiary care centre in South India_W3083098613.pdf,Metrics_Corpus
KCDI000121,kcdi000121_2021_journal_epidemiology_and_global_health.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000121_2021_journal_epidemiology_and_global_health.pdf,Journal of Epidemiology and Global Health,2021,10.2991/jegh.k.201217.001,India-transferable,high,Major Illness & Health,,286bf6f2eecda70d70c0c9167b95951b5c91f6fe56be7d1486ccb4f26565c18c,522599,Epidemiology and the Magnitude of Coronary Artery Disease and Acute Coronary Syndrome A Narrative Re_W3118430413.pdf,Metrics_Corpus
KCDI000123,kcdi000123_2020_journal_epidemiology_and_global_health.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000123_2020_journal_epidemiology_and_global_health.pdf,Journal of Epidemiology and Global Health,2020,10.2991/jegh.k.191028.001,India-transferable,high,Major Illness & Health,,7eab3ea304bfdde9c14611e50e3ee0fc4c3bbaabab459f94c8508d7ce0fdc042,811653,Epidemiology of Type 2 Diabetes  Global Burden of Disease and Forecasted Trends_W2983229458.pdf,Metrics_Corpus
KCDI000124,kcdi000124_2018_international_journal_computer_applications_0975_8887.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000124_2018_international_journal_computer_applications_0975_8887.pdf,International Journal of Computer Applications (0975 – 8887),2018,,Kerala,med,Utility Reliability,,ae8dd73a593078bfc11641f5a51838b522405d5989bd4ef52c601406a2d8a45f,868808,Error Reduction based Demand Forecasting An Appraisal of Kerala Power System_W2888454934.pdf,Metrics_Corpus
KCDI000125,kcdi000125_2021_estimation_the_economic_burden_covid.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000125_2021_estimation_the_economic_burden_covid.pdf,Estimation of the economic burden of COVID-19,2021,10.21203/rs.3.rs-118146/v5,Kerala,high,Unknown,,05c5890e3f091c09bdac1fc6089405e732be2bc90d64088a9a45fe4278706817,547626,Estimation of the economic burden of COVID-19 using Disability-Adjusted Life Years DALYs and Product_W4241431056.pdf,Metrics_Corpus
KCDI000126,kcdi000126_2020_estimation_undetected_covid_infections_india.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000126_2020_estimation_undetected_covid_infections_india.pdf,Estimation of undetected COVID-19 infections in India,2020,10.1101/2020.04.20.20072892doi:,Kerala,high,Unknown,,838647fe5df2acec6c637edb4ae556ab49aabe03eeb5ea27cbb5381f059a3e3c,405380,Estimation of undetected COVID-19 infections in India_W3018406936.pdf,Metrics_Corpus
KCDI000127,kcdi000127_2017_evaluation_electricity_supp_sustainability_and_security_multi_criteria.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000127_2017_evaluation_electricity_supp_sustainability_and_security_multi_criteria.pdf,1 Evaluation of Electricity Supp ly Sustainability and Security: A Multi -Criteria 1,2017,10.1016/j.jclepro.2017.10.167,India-transferable,high,Utility Reliability,,2e0b55775df5d592de101ad39980cb5ba9f2220edcc50bc0e1dd15ac6f329094,1419405,Evaluation of electricity supply sustainability and security Multi-criteria decision analysis approa_W2765464299.pdf,Metrics_Corpus
KCDI000128,kcdi000128_2015_evaluation_minor_irrigation_schemes_using_performance.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000128_2015_evaluation_minor_irrigation_schemes_using_performance.pdf,Evaluation of minor irrigation schemes using performance,2015,10.1007/s40899-016-0074-3greater,Kerala,high,Unknown,,667f5b0a40c08bc76cde761da58a804a0ea5b38dff455b2a053f66dba7dbb9c6,429466,Evaluation of minor irrigation schemes using performance indicators case studies from South India_W2523646203.pdf,Metrics_Corpus
KCDI000129,kcdi000129_2021_evaluation_risk_due_chronic_low_dose.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000129_2021_evaluation_risk_due_chronic_low_dose.pdf,Evaluation of risk due to chronic low dose,2021,10.1186/s41021-021-00231-0Results:,Kerala,high,Unknown,,2475b2b9a3064a0af2ebbd03a45db2d70cf94843b7628d1591dc6a59f3c54386,892034,Evaluation of risk due to chronic low dose ionizing radiation exposure on the birth prevalence of co_W4205458097.pdf,Metrics_Corpus
KCDI000130,kcdi000130_2020_international_journal_comm_unity_medicine_and_public_health_july_2020.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000130_2020_international_journal_comm_unity_medicine_and_public_health_july_2020.pdf,International Journal of Comm unity Medicine and Public Health  | July 2020 | Vol 7 | Issue 7    Page 2813  International Journal of Community Medicine and Public Health,2020,,Kerala,med,Major Illness & Health,,3895cb048906b6518e1d53ccb849f72cc56566d1a0d528ac6399fe744bc1105a,174934,Evaluation of the Nipah epidemic containment and multisectoral involvement in Kerala using an approp_W3037181638.pdf,Metrics_Corpus
KCDI000131,kcdi000131_2020_vol_0123456789_transactions_the_indian_national_academy_engineering_2020_711.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000131_2020_vol_0123456789_transactions_the_indian_national_academy_engineering_2020_711.pdf,Vol.:(0123456789)Transactions of the Indian National Academy of Engineering (2020) 5:711–718,2020,10.1007/s41403-020-00166-y,Kerala,high,Unknown,,2d9a856ec1f91af70a7f6cdb6be41538e24494de799d1e2f5af046497838dafb,2338050,Evolution of COVID-19 Pandemic in India_W3083344331.pdf,Metrics_Corpus
KCDI000132,kcdi000132_.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000132_.pdf,,,,Unknown,low,Road Congestion & Traffic,,4b3f65b3ec8f62ffb8086c56bcba69136d789f9c9f9ced768b6541f8e8ab4b39,358676,Evolution of Urban Transportation Policies in India A Review and Analysis_W3204927085.pdf,Metrics_Corpus
KCDI000133,kcdi000133_2021_vol_0123456789_scientific_reports_2021_1944_https_doi_org_1038.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000133_2021_vol_0123456789_scientific_reports_2021_1944_https_doi_org_1038.pdf,Vol.:(0123456789) Scientific Reports  |         (2021) 11:1944  | https://doi.org/10.1038/s41598-021-81299-0,2021,10.1038/s41598-021-81299-0,Unknown,high,Unknown,,3f013eea712de18e9abc6b1ced5d1ac24747a072f530b1f748bfae788422e3d9,5379025,Ex vivo culture of intact human patient derived pancreatic tumour tissue_W3123429969.pdf,Metrics_Corpus
KCDI000134,kcdi000134_2022_journal_global_resources_january_2022_volume_vadakkuveettil_grover_and_menon.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000134_2022_journal_global_resources_january_2022_volume_vadakkuveettil_grover_and_menon.pdf,"Journal of Global Resources, January 2022, Volume 08 (01) A. Vadakkuveettil, A. Grover and R.  Menon Page | 127",2022,10.46587/JGR.2022.v08i01.015,Kerala,high,Unknown,,bc51c7c320619be80301091e475cabec9ee7087e35b8e16644dc2baac3dc6cb8,683948,EXPEDITIOUS RESPONSE TO EPIDEMICS THE CHRONICLE OF NIPAH IN KERALA_W4206633846.pdf,Metrics_Corpus
KCDI000135,kcdi000135_2018_experimental_models_pancreatic_cancer_desmoplasia.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000135_2018_experimental_models_pancreatic_cancer_desmoplasia.pdf,Experimental models of pancreatic cancer desmoplasia,2018,10.1038/labinvest.2017.127,India-transferable,high,Unknown,,f9fff113807f392b7d9c31d498e513cf471f3b21b53129548e2f13bb7e8a56c8,1053143,Experimental models of pancreatic cancer desmoplasia_W2769924463.pdf,Metrics_Corpus
KCDI000136,kcdi000136_2015_nutritionreview_article.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000136_2015_nutritionreview_article.pdf,NUTRITIONREVIEW ARTICLE,2015,10.3389/fnut.2015.00010,Unknown,high,Unknown,,56bd7e8fbeebc1499b0de64e85f069acfe0cf563d8f8881a4468adaa50222b17,752644,Exploiting base excision repair to improve therapeutic approaches for pancreatic cancer_W2045490128.pdf,Metrics_Corpus
KCDI000137,kcdi000137_2024_exploring_spatial_statistics_for_cluster_and_outlier.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000137_2024_exploring_spatial_statistics_for_cluster_and_outlier.pdf,Exploring Spatial Statistics for Cluster and Outlier,2024,10.21203/rs.3.rs-4202198/v1,Thiruvananthapuram,high,Crime & Safety,,4e3d0ed9f289d1c7e4325d4b05b532858caa2fe23ac8c1df00d1447b7a4c8877,929061,Exploring Spatial Statistics for Cluster and Outlier Analysis in Crime Patterns A Geospatial Study o_W4393868497.pdf,Metrics_Corpus
KCDI000138,kcdi000138_1951_the_growth_vehicular_population_constantly_increasing_over_the.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000138_1951_the_growth_vehicular_population_constantly_increasing_over_the.pdf,The growth of vehicular population is constantly increasing over the,1951,,Kerala,med,Road Congestion & Traffic,,60c1e51882fad1bfa1d858d71676af8552c01d0e5f6ce2a9c90d846fb5c1afeb,1731393,Exploring the Planning Design Opportunities for Road Transportation Network of Kanyakumari District _W2340046115.pdf,Metrics_Corpus
KCDI000139,kcdi000139_2024_research_open_access_the_author_2024_open_access_this_article.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000139_2024_research_open_access_the_author_2024_open_access_this_article.pdf,"RESEARCH Open Access© The Author(s) 2024. Open Access   This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use,",2024,10.1186/s12939-024-02191-7International,Kerala,high,Major Illness & Health,,a551aeba7fa410e970f52bef7bd3c72eb59eec3ed0c8d6d10e1b39d4680a3cc6,1404281,Exploring the road to public healthcare accessibility a qualitative study to understand healthcare u_W4401442921.pdf,Metrics_Corpus
KCDI000140,kcdi000140_2013_research_article_open_access.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000140_2013_research_article_open_access.pdf,RESEARCH ARTICLE Open Access,2013,10.1186/s40608-016-0091-7Background,India-transferable,high,Unknown,,b36e18139537bc6279b92ca647200b53be600ece50deda9f3f04f1a13768d04d,560952,Factors associated with BMI underweight overweight and obesity among adults in a population of rural_W2275598282.pdf,Metrics_Corpus
KCDI000141,kcdi000141_2022_commerce_business_researcher.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000141_2022_commerce_business_researcher.pdf,Commerce & Business Researcher,2022,10.59640/cbr.v15i1.103-116,Kerala,high,Unknown,,a66585bdc8203264266ad56769563a78c58ce074f6397c8a524fd36d65f5e91b,364204,Farm Tourism in Kerala  An Empirical Analysis of Service Quality_W4390712297.pdf,Metrics_Corpus
KCDI000142,kcdi000142_2022_vol_0123456789_scientific_reports_2022_333_https_doi_org_1038.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000142_2022_vol_0123456789_scientific_reports_2022_333_https_doi_org_1038.pdf,Vol.:(0123456789) Scientific Reports  |          (2022) 12:333  | https://doi.org/10.1038/s41598-021-04148-0,2022,10.1038/s41598-021-04148-0,Thiruvananthapuram,high,Unknown,,20f439f68738ab26bced48ce3fd3a88f1fa331942c3a212698f89cc47b3680ec,2452786,Farm typology of smallholders integrated farming systems in Southern Coastal Plains of Kerala India_W4205208372.pdf,Metrics_Corpus
KCDI000143,kcdi000143_2019_ekonika_vol_april_2019_fenomena_perkembangan_nugroho_rachmaniyah.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000143_2019_ekonika_vol_april_2019_fenomena_perkembangan_nugroho_rachmaniyah.pdf,"EkoNiKa |Vol. 4, No. 1, April 2019 : 34-46 Fenomena Perkembangan….. (Nugroho &Rachmaniyah)",2019,10.30737/ekonika.v4i1.254,India-transferable,high,Unknown,,f7504aba2916ba27bc1202cc8028daa4ebe550029d3bbd448c71dbc85aed9214,110629,FENOMENA PERKEMBANGAN CROWDFUNDING DI INDONESIA_W2944722021.pdf,Metrics_Corpus
KCDI000144,kcdi000144_2020_current_science_vol_119_december_2020_1797_for_correspondence_mail.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000144_2020_current_science_vol_119_december_2020_1797_for_correspondence_mail.pdf,"CURRENT SCIENCE, VOL. 119, NO. 11, 10 DECEMBER 2020 1797*For correspondence. (e-mail: rajesh.geol92@gmail.com) Field observations and lessons learnt from the",2020,,Kerala,med,Unknown,,0bcfc8bbd836074d70aed822c8453887e2ffeb2fca900461b9de006711f5f14b,17647333,Field Observations and Lessons Learnt from the 2018 Landslide Disasters in Idukki District Kerala In_W3209028906.pdf,Metrics_Corpus
KCDI000145,kcdi000145_2023_international_research_journal_advanced_engineering.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000145_2023_international_research_journal_advanced_engineering.pdf,International Research Journal on Advanced Engineering,2023,,India-transferable,med,Education Levels & Literacy,,d2b2d80b9a55275a14c7b7bf12c0ae343597293756a4def2aa1ed3aa1d9ec790,144902,Financial Literacy among Working Young in Urban India_W4392720766.pdf,Metrics_Corpus
KCDI000146,kcdi000146_2020_vol_0123456789_environmental_and_resource_economics_2020_751_778.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000146_2020_vol_0123456789_environmental_and_resource_economics_2020_751_778.pdf,Vol.:(0123456789)Environmental and Resource Economics (2020) 76:751–778,2020,10.1007/s10640-020-00453-w,Unknown,high,Unknown,,a5a1cec483057467ea48da8b00e9e169c187caf24680ff033038edcabf7c9bdb,1177609,Five Lessons from COVID-19 for Advancing Climate Change Mitigation_W3035393816.pdf,Metrics_Corpus
KCDI000147,kcdi000147_omk_ttzr_utmtno_kto_tzozntk_fzoy_tmkw.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000147_omk_ttzr_utmtno_kto_tzozntk_fzoy_tmkw.pdf,L{~omk€ttzr €utmtno ~kto€ tzOzntk> Fzoy|t~tmkw,,,Unknown,low,Unknown,,3f3f0c83d1fc5da3e4f41c12c611de7ce3ecfc2598b6986d88a6814b71b60bec,1608990,Forecasting suicide rates in India An empirical exposition_W3186348330.pdf,Metrics_Corpus
KCDI000148,kcdi000148_2022_vol_0123456789_3transportation_developing_economies_2022.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000148_2022_vol_0123456789_3transportation_developing_economies_2022.pdf,Vol.:(0123456789)1 3Transportation in Developing Economies (2022) 8:31,2022,10.1007/s40890-022-00161-8,India-transferable,high,Road Congestion & Traffic,,2b2ac130ffdeb3441954a54db924c5cfd797df5b031c230a9948751d935132c4,2543954,Freight Traffic Impacts and Logistics Inefficiencies in India Policy Interventions and Solution Conc_W4284896003.pdf,Metrics_Corpus
KCDI000149,kcdi000149_2025_exchanges_the_interdisciplinary_research_journal.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000149_2025_exchanges_the_interdisciplinary_research_journal.pdf,Exchanges : The Interdisciplinary Research  Journal,2025,,Kerala,med,Utility Reliability,,14e8acc2448063b9722bdc74b036e4ca3ebb5fdc2cab1235d446204f078de130,334831,Gender Equity and Women Empowerment_W4411231273.pdf,Metrics_Corpus
KCDI000150,kcdi000150_.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000150_.pdf,,,,Unknown,low,Crime & Safety,,2b54193f2c3c7f463eac7ee278ed1a8ccd6f996796fef7aa221e6dbc2459ca7f,62042,Gendered geographies of violence a multiple case study analysis of murdered women environmental defe_W3120723020.pdf,Metrics_Corpus
KCDI000151,kcdi000151_2012_geographic_and_sociodemographic_variation.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000151_2012_geographic_and_sociodemographic_variation.pdf,Geographic and sociodemographic variation,2012,10.7910/D,Kerala,high,Major Illness & Health,,c335ac60fc955955b77a4bfb748475484b9ce4e81996eee8dd2de8e07811933a,11541298,Geographic and sociodemographic variation of cardiovascular disease risk in India A cross-sectional _W2809554488.pdf,Metrics_Corpus
KCDI000152,kcdi000152_.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000152_.pdf,,,,Unknown,low,Major Illness & Health,,091566b0e7c647be41786da8e06dac58cf948ea9edd9bb07324791c32019ca35,26967,Global Demand for Medical Professionals Drives Indians Abroad Despite Acute Domestic Health-Care Wor_W3009905322.pdf,Metrics_Corpus
KCDI000153,kcdi000153_2018_nat_hazards_earth_syst_sci_2161_2181_2018.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000153_2018_nat_hazards_earth_syst_sci_2161_2181_2018.pdf,"Nat. Hazards Earth Syst. Sci., 18, 2161–2181, 2018",2018,10.5194/nhess-18-2161-2018,Unknown,high,Unknown,,1e4eeeab60331b8cc9e6ad21bfe57bbc994272e15bb301d588fc332e3d574eb8,24960287,Global fatal landslide occurrence from 2004 to 2016_W2792546905.pdf,Metrics_Corpus
KCDI000154,kcdi000154_2021_vol_0123456789_3https_doi.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000154_2021_vol_0123456789_3https_doi.pdf,Vol.:(0123456789)1 3https://doi.or,2021,10.1007/s11356-022-19358-w,India-transferable,high,Unknown,,31163e67094b9dc587e376e3efa8845225b4c0f080b384186de241350647b06e,1776497,Global impact of COVID-19 on agriculture role of sustainable agriculture and digital farming_W4220745598.pdf,Metrics_Corpus
KCDI000155,kcdi000155_2015_fundamentals_working_papers.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000155_2015_fundamentals_working_papers.pdf,fundamentals working papers,,,Unknown,low,Unknown,,46439d28465cbdfbddc641dfed7200c018acf2732a119eac07ca6ffe49821138,955373,Global labour recruitment in a supply chain context_W3121698178.pdf,Metrics_Corpus
KCDI000156,kcdi000156_2015_global_morbidity_and_mortality.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000156_2015_global_morbidity_and_mortality.pdf,Global Morbidity and Mortality of,2015,10.1371/journal.pntd.0003898,Unknown,high,Life Expectancy & Mortality,,83b9e6f3bf593b44b29c5169160dfab2356a5431f799bdb8dbd63667cc8b6d1e,1433211,Global Morbidity and Mortality of Leptospirosis A Systematic Review_W1948094720.pdf,Metrics_Corpus
KCDI000157,kcdi000157_2020_vol_0123456789_scientific_reports_2020_14790_https_doi_org_1038.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000157_2020_vol_0123456789_scientific_reports_2020_14790_https_doi_org_1038.pdf,Vol.:(0123456789) Scientific RepoRtS  |        (2020) 10:14790  | https://doi.org/10.1038/s41598-020-71908-9,2020,10.1038/s41598-020-71908-9,Unknown,high,Unknown,,e7afb27b95e1c285c94d5a74fef63e0e70ade869575b439b711ee0ad81457372,3356240,Global regional and national burden and trend of diabetes in 195 countries and territories an analys_W3084346878.pdf,Metrics_Corpus
KCDI000158,kcdi000158_2021_issn_2535_3241_vol_2021_111_129_https_doi_org.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000158_2021_issn_2535_3241_vol_2021_111_129_https_doi_org.pdf,"ISSN: 2535-3241	 Vol. 5, No. 1 (2021): 111-129	https://doi.org/10.5617/jea.8797",2021,10.5617/jea.8797,India-transferable,high,Unknown,,3dbf25db9b9d8834ee3e305bf80d325a1bee8abdd4c689cc5540e9dc32eab147,439529,Guilty Until Proven Guilty_W3196648468.pdf,Metrics_Corpus
KCDI000159,kcdi000159_.pdf,C:\Users\kthom\OneDrive\Documents\Community_development\KCDI_CORPUS\01_canonical_pdfs\kcdi000159_.pdf,,,,Unknown,low,Employment & Labor Market,,6ee436309f53abec1d5198fa9dd81b0240afb694d26c981dc3f90795b89dccae,287044,Hazard Analysis of Unemployment Duration of Return Migrants The Case of Indian State of Kerala_W4306685667.pdf,Metrics_Corpus
